listing_id,title,description,listing_type,property_type,category_original,district,location,address,price_lkr,price_basis,sale_total_price_lkr,rent_monthly_lkr,bedrooms,bathrooms,land_size_perches,house_size_sqft,property_size_sqft,land_type,property_subtype,features,posted_date,deactivation_date,geo_region,is_verified,membership_level,member_since,contact_number
banquet-hall-for-sale-vavuniya-for-sale-kilinochchi-1,Banquet Hall for Sale - Vavuniya,"Recently completed function hall ( Luxury standard ) with Air conditioning, ( more than 5000Sqft), Luxary office, Rooms 6, two rooms house, resturant, Party area, permane...",sale,commercial,Commercial Properties For Sale,Kilinochchi,Kilinochchi City,"School Road, Kanagarayankulam, Vavuniya",25000000.0,total,25000000.0,,,,,,8000.0,,Hotel,,2022-11-26,2023-01-25,LK-42,false,free,,Not mentioned in ad
rooms-rent-in-polonnaruwa-pulathisi-arana-for-rent-polonnaruwa-1,Rooms Rent In Polonnaruwa PULATHISI ARANA,Rooms Rent In Polonnaruwa | PULATHISI ARANA ** හොටෙල් පුලතිසි අරණ ** පුලතිසිපුරවරයට පැමිණෙන ඔබ වෙනුවෙන් ම ඉදිවු සොඳුරුතම නවාතැන…. === අලවි ක්ෂේත්‍රයේ නියැලී සිටින ඔබ සඳ...,rent,holiday_rental,Holiday & Short-Term Rental,Polonnaruwa,Polonnaruwa City,"80/2C , 4 ඇල පාර , කදුරුවෙල , පොළොන්නරුව",1500.0,per_night,,,7,7,,,,,Seasonal room,,2022-12-24,2023-02-22,LK-72,false,free,October 2022,Not mentioned in ad
horana-land-sale-for-sale-kalutara-12,Horana Land Sale,🌟මූලික ගෙවීමක් නැතිව මාස 12 කින් ගෙවන්න🌟 හොරණ මතුගම බස් මාර්ගය සමීපයෙන් අගනා ඉඩමක් ! ✴️ මුළු ඉඩමම ලක්ෂ 24 සිට ඉහලට. ✴️ පහසු ගෙවීමේ ක්‍රම. ✴️ බැංකු ණය මගින් ගෙවීමේ පහසු...,sale,land,Land For Sale,Kalutara,Horana,,2425000.0,total,2425000.0,,,,10.0,,,Residential,,,2023-02-03,2023-04-03,LK,false,premium,January 2016,Not mentioned in ad
fully-furnished-apartment-for-sale-in-kandy-for-sale-kandy-1,Fully Furnished Apartment for Sale in Kandy,Fully Furnished Apartment for Sale in Kandy Close to Mahaweli River with a spectacular view of Knuckles mountain range Just 4.5 Km away from the heart of Kandy ◼Feature...,sale,apartment,Apartments For Sale,Kandy,Kandy City,"Dynasty Residence, Kandy",33000000.0,total,33000000.0,,1,1,,,800.0,,,,2023-03-10,2022-11-06,LK-21,true,premium,August 2016,Not mentioned in ad
hotel-and-restaurant-for-sale-with-land-80-perches-for-sale-anuradhapura,Hotel with Restaurant for Sale Anuradhapura,"""Amma - අම්මා"" Hotel and Restaurant for sale at Thirappane. Surrounded by beautiful environment which is best for tourism. 21 Km from Anuradhapura city. 36 Km from Habara...",sale,commercial,Commercial Properties For Sale,Anuradhapura,Anuradhapura City,"Amma Restaurant, Aluth punchikulama, Thirappane",37500000.0,total,37500000.0,,,,,,3708.0,,Restaurant,,2023-03-15,2023-05-14,LK-71,false,free,,Not mentioned in ad
land-for-sale-in-padukka-for-sale-colombo-2620,Land for sale in padukka,පාදුක්ක නගරයෙන් ඉඩමක් . මීපේ හයිලෙවල් මාර්ගයට 2km. නල ජලය තෙකලා විදුලිය පොලී රහිත ගෙවීම් ක්‍රම .,sale,land,Land For Sale,Colombo,Padukka,"පාදුක්ක,මීපේ",250000.0,per_perch,2500000.0,,,,10.0,,,Residential,,,2023-01-04,2023-03-05,LK-11,true,premium,January 2021,Not mentioned in ad
land-for-sale-jaffna-town-for-sale-jaffna-5,Land for Sale Jaffna Town,மானிப்பாய் roadஇல் (Jaffna-Manipay- Karanaigar road) ஓட்டுமடம் சந்தியில் இருந்து Town பக்கமாக 100m இல் அமைந்துள்ள காணி விற்பனைக்கு. நில அளவு- 1 3/4 பரப்பு (1 பரப்பு 11.8...,sale,land,Land For Sale,Jaffna,Jaffna City,"Oddumadam Road, Jaffna",24000000.0,total,24000000.0,,,,17.5,,,"Commercial, Residential",,,2023-01-30,2023-03-31,LK-41,false,free,,Not mentioned in ad
2-story-4-bedrooms-house-for-sale-in-piliyandala-kesbewa-for-sale-colombo-1,2 Story 4 Bedrooms House for sale in Piliyandala Kesbewa,𝐀𝐥𝐦𝐨𝐬𝐭 𝐍𝐞𝐰 𝐇𝐨𝐮𝐬𝐞 𝐟𝐨𝐫 𝐬𝐚𝐥𝐞 𝐢𝐧 𝐏𝐢𝐥𝐢𝐲𝐚𝐧𝐝𝐚𝐥𝐚 𝐊𝐞𝐬𝐛𝐞𝐰𝐚 කැස්බෑව නගරයට ආසන්නයෙන් පර් 6.2ක ඉදිවුණු නිදන කාමර 4ක් සහ නාන කාමර 2ක් සහිත අති...,sale,house,Houses For Sale,Colombo,Piliyandala,Kotttawa - Piliyandala 255 road,26500000.0,total,26500000.0,,4,3,6.2,1750.0,,,,,2023-03-19,2023-05-18,LK-11,true,premium,July 2020,Not mentioned in ad
hirnn-iddmk-for-sale-kalutara-3,හිරණ - ඉඩමක්,හිරණ බණ්ඩාරගම ගෙවන්න ගන්න ඉඩමක් පොලියක් නැතුව ටික ටික ගෙවන්න ගන්න විදුලිය නල ජලය පිරිසිදු ඔප්පු දැන්ම කතාකරන්න,sale,land,Land For Sale,Kalutara,Bandaragama,හිරණ බණ්ඩාරගම,512000.0,per_perch,5120000.0,,,,10.0,,,Residential,,,2022-12-29,2023-02-27,LK,false,premium,August 2021,Not mentioned in ad
nedimala-dehiwala-45000-house-rent-for-rent-colombo,"Nedimala, Dehiwala 45,000 House Rent",2 Rum Bathroom kitchen Hall with Parking Rs 45000 5 months advanced nademala Dahiwala,rent,house,House Rentals,Colombo,Dehiwala,nedimala,45000.0,per_month,,45000.0,2,1,6.0,1687.6,,,,,2023-01-08,2023-03-08,LK-11,true,premium,December 2016,Not mentioned in ad
120-paaren-iddmk-kahathuduwa-for-sale-colombo,120 පාරෙන් ඉඩමක් Kahathuduwa,"සියලු අනුමැතියෙන් සහිත ඉතා අගනා නේවාසික හා ආයෝජන බිම් කොටස් විකිණීමට ඇත . ❤️විදුලිය , නලජලය , කාපට් කරන ලද පුළුල් මාර්ග ආදී බොහෝ පහසුකම් සහිතව. ❤️ පොලී රහිත පහසු ගෙවීමේ...",sale,land,Land For Sale,Colombo,Piliyandala,kahathuduwa,850000.0,per_perch,8500000.0,,,,10.0,,,"Commercial, Residential",,,2023-02-26,2023-04-24,LK-11,true,premium,July 2022,Not mentioned in ad
valuable-shop-for-rent-in-wattala-for-rent-gampaha,Valuable shop for Rent in wattala,▪︎Valuable shop for Rent in face to wattala Town . ▪︎ 400 sgf . ▪︎ suitable for salalon. Commnection Any other business. ▪︎ 50000/= Per month 10 month Advance . ▪︎ our A...,rent,commercial,Commercial Property Rentals,Gampaha,Wattala,Wattala Town,50000.0,per_month,,50000.0,,,,,400.0,,Shop,,2023-01-26,2023-02-11,LK-12,true,plus,June 2016,Not mentioned in ad
homagama-kiriwattuduwa-newly-developed-land-for-sale-for-sale-colombo,Homagama Kiriwattuduwa Newly Developed Land For Sale,🔹 බැංකු පොළියටත් අඩුවෙන් අපෙන් ගෙවන්න ගන්න 🔹 මුලින් ගෙවන්න ඕන ලක්ෂ පහළොවක් විතරමයි 🔹 ඉතිරිය ටික ටික පසුව ගෙවන්න 🔹ගෙවීම් ක්‍රම සම්බන්ධව සාකච්චා කළ හැක දැන්ම ඔබේ...,sale,land,Land For Sale,Colombo,Homagama,,600000.0,per_perch,3900000.0,,,,6.5,,,"Agricultural, Residential, Other",,,2023-03-13,2023-05-12,LK-11,true,premium,June 2021,Not mentioned in ad
land-for-sale-in-ja-ela-for-sale-gampaha-2060,Land for Sale in Ja Ela,"♻️ ජා-ඇල ♻️ නගරයට ලගින්ම අනර්ඝතම නිස්කලංක ඉඩමෙන් පර්. 7,8,15,25 බිම් කොටස් , කොටස් කර දැන් විකීණීමට👍👍👍 👉 ජා-ඇල නගරයට සැනකින් ලගාවන්න විනාඩි 10 යි . 🏛️🕝 👉...",sale,land,Land For Sale,Gampaha,Ja-Ela,Ja ela,550000.0,per_perch,4400000.0,,,,8.0,,,"Commercial, Residential",,,2023-02-15,2023-04-14,LK-12,true,premium,June 2021,Not mentioned in ad
meewanapalana-wonderful-land-for-sale-for-sale-kalutara-3,Meewanapalana - Wonderful Land For Sale,"පහසු ගෙවීමේ ක්‍රමයට රු.200,000ක් ගෙවා අදම වෙන් කරවා ගන්න රත්නපුර ප්‍රධාන පාරට විනාඩි 02 යි හොරණ බස් පාරට 200m යි. ඔබේ බිම්කොටස වෙන් කරවා ගන්න අදම අමතන්න",sale,land,Land For Sale,Kalutara,Horana,Rathnapura Panadura,240000.0,per_perch,2400000.0,,,,10.0,,,"Agricultural, Residential, Other",,,2023-03-14,2023-05-13,LK,true,premium,June 2021,Not mentioned in ad
vel-yaayktt-muhunnlaa-paadukken-iddmk-for-sale-colombo,වෙල් යායකට මුහුණලා පාදුක්කෙන් ඉඩමක්,👉235 පාදුක්ක මීරියගල්ල බස් පාරට 500m 👉පාදුක්ක නගරයට 3km 👉මීරියගල්ල නගරයට 👉සියලු පහසු කම් සහිතයි 👉නළ ජල පහසුකම් 👉තෙකලා විදුලිය 👉අඩි 20-30 පුළුල් මාර්ග...,sale,land,Land For Sale,Colombo,Padukka,Miriyagalla Road,250000.0,per_perch,3000000.0,,,,12.0,,,"Residential, Other",,,2023-01-09,2023-03-10,LK-11,true,premium,September 2022,Not mentioned in ad
house-for-sale-in-kahathuduwa-for-sale-colombo-390,House For Sale In Kahathuduwa,🔯කහතුඩුව නවීන නිවස 🔯කහතුඩුව අධිවේගයට විනාඩි 8 යි 🔯නිදන කාමර 2 🔯නාන කාමර 1 🔯සාලය​ 🔯කුස්සිය​ 🔯පැන්ට්‍රිය​ 🔯වාහන නවතා තැබීමේ පහසුකම​ 🔯විදුලිය සහ ජලය​ �...,sale,house,Houses For Sale,Colombo,Piliyandala,Weniewlkola,13500000.0,total,13500000.0,,2,1,6.5,800.0,,,,,2023-01-23,2023-03-24,LK-11,true,premium,April 2019,Not mentioned in ad
seeduwa-land-for-sale-for-sale-gampaha-53,Seeduwa Land for Sale,"කටුනායක සීදුව මුතුවාඩියෙන් අගනා බිම්කොටස් විකිණීමට ප්‍රධාන පාරට මීටර් 400ක් දුරින් අලුතින්ම සංවර්ධනය කල බිම්කොටස්, අඩ් 20 පුළුල් මාර්ග සමඟ කානු පද්දති, පර්චස් 11,12 ප්‍ර...",sale,land,Land For Sale,Gampaha,Seeduwa,seeduwa katunayake,485000.0,per_perch,6668750.0,,,,13.75,,,"Residential, Other",,,2023-02-28,2023-04-29,LK-12,true,premium,May 2021,Not mentioned in ad
land-matugama-for-sale-kalutara-2,Land Matugama,අයොජනයට අපූරු තැනක්,sale,land,Land For Sale,Kalutara,Matugama,මලබඩ මතුගම,130000.0,per_perch,1300000.0,,,,10.0,,,Residential,,,2022-12-03,2023-02-01,LK,true,premium,August 2022,Not mentioned in ad
cinnamon-apartment-for-rent-in-panadura-ea292-for-rent-kalutara-2,Cinnamon Apartment For Rent In Panadura - EA292,"Cinnamon Apartment For Rent In Panadura - EA292 wattalpola Road, Walking Distance to Lyceum International School 2 Bedrooms 2 Bathrooms 1100 Sqft Living Dining Kitchen P...",rent,apartment,Apartment Rentals,Kalutara,Panadura,"wattalpola Road,",120000.0,per_month,,120000.0,2,2,,,1100.0,,,,2022-11-23,2023-01-22,LK,true,premium,February 2019,Not mentioned in ad
good-opportunity-for-sale-jaffna,Small Workshop for Sale Jaffna,Low price for you,sale,commercial,Commercial Properties For Sale,Jaffna,Jaffna City,Jaffna Opsite The Post Office,550000.0,total,550000.0,,,,,,20.0,,Factory / Workshop,,2022-11-14,2023-01-13,LK-41,false,free,,Not mentioned in ad
125p-extent-land-plots-horana-for-sale-kalutara-1,12.5p Extent Land Plots Horana,💫 සියල් සපිරි *හොරණින්* බිම්කොටස් 💫 🎗මතුගම - හොරණ (458) බස් පාරට 500m 🎗️මදුරාවල මහා විද්‍යාලට 800m 🎗️මදුරාවල ප්‍රදේශීය සභාව සහ සියලුම රජයේ ආයතනයන්ට 1kmකට අ...,sale,land,Land For Sale,Kalutara,Horana,horana,155000.0,per_perch,1937500.0,,,,12.5,,,"Residential, Other",,,2023-02-22,2023-04-23,LK,true,premium,May 2021,Not mentioned in ad
luxury-two-storey-house-for-sale-for-sale-colombo-66,luxury two storey house for sale,3 houses for sale 1 house 3 bedrooms and 3 bathrooms. Leving. Dinning areas. KITCHEN and Pantry 1 carpark and ground Floor Garden and Rooftop. Storage and water tan...,sale,house,Houses For Sale,Colombo,Colombo 8,kuruppu road colombo 8,98000000.0,total,98000000.0,,5,4,8.0,5000.0,,,,,2023-03-19,2023-05-18,LK-11,false,premium,September 2017,Not mentioned in ad
22-perches-bare-land-for-rent-in-wattala-for-rent-gampaha,22 Perches bare land for rent in Wattala,"150 000 per month Suitable for , Warehouses Private businesses 11km to Colombo Near to Kerwalapitiya interchange",rent,land,Land Rentals,Gampaha,Wattala,"80/1,Dickowita, Hendala, Wattala",1800000.0,per_year,,150000.0,,,22.0,,,Commercial,,,2023-01-11,2023-03-04,LK-12,false,free,,Not mentioned in ad
mhrgm-kottttaav-atrmaed-pnnipittiyen-24-x7-aarkssk-seevaav-shit-iddmk-for-sale-colombo-2,මහරගම කොට්ටාව අතරමැද පන්නිපිටියෙන් 24 x7 ආරක්ෂක සේවාව සහිත ඉඩමක්,Highly residential land for sale pannipitiya Nagaha Mawatha Land between mahagama and kottawa walking distance to 296 piliyandala kottawa bus route. Easy way access to k...,sale,land,Land For Sale,Colombo,Maharagama,Pelenwatta- Pannipitiya,7920000.0,total,7920000.0,,,,6.0,,,Residential,,,2023-03-08,2023-05-03,LK-11,true,premium,August 2022,Not mentioned in ad
valuable-brand-new-house-for-sale-homagama-for-sale-colombo-1,Valuable Brand New House for Sale - Homagama,"Convenient location to all your requirements. About 3km to Watareka Railway Station, about 4km to Mahinda Rajapaksha Vidyalaya, Green University, and Economic Center - M...",sale,house,Houses For Sale,Colombo,Homagama,Watareka - Homagama,11500000.0,total,11500000.0,,3,1,7.5,1300.0,,,,,2022-12-27,2023-02-25,LK-11,true,premium,July 2018,Not mentioned in ad
piliyndl-bttuvndr-pihitti-pdinciytt-saaedu-tnimhl-nivsk-vikinniimtt-for-sale-colombo,• පිලියන්දල / බටුවන්දර පිහිටි පදිංචියට සෑදු තනිමහල් නිවසක් විකිණීමට,## හොඳ නේවාසික ප්රදේශයකි ## • පර්චස් 7 • වර්ග අඩි - 1100 • පුළුල් මාර්ග නිවසේ තොරතුරු • නිදන කාමර - 3 • නාන කාමර - 1 • ආලින්දය • මුළුතැන්ගෙය සමග ප්රැන්ට්රිය • සම්පූර්ණ...,sale,house,Houses For Sale,Colombo,Piliyandala,Piliyandala / batuwandara,15000000.0,total,15000000.0,,3,1,7.0,1100.0,,,,,2022-11-04,2023-01-03,LK-11,false,plus,July 2017,Not mentioned in ad
newste-house-for-sale-in-negambo-for-sale-gampaha,Newste House For Sale in Negambo,"පදිංචි නොවුණු අලුත්ම අංගසම්පූර්ණ නිවස විකිනිමට තිඹිරිගස්කටුව, මීගමුව මිල 💰 ලක්ෂ 265 ( මිල සාකච්ඡා කරගත හැක ) Brand New Luxury Complete House For Sale Thibirigaskatuwa,...",sale,house,Houses For Sale,Gampaha,Negombo,"Thibirigaskatuwa, Negambo",26500000.0,total,26500000.0,,3,2,10.0,1625.0,,,,,2023-01-10,2023-03-11,LK-12,true,premium,July 2016,Not mentioned in ad
a-9-paar-asl-nivsk-kuliytt-for-rent-matale,House for Rent In Matale,"වල්ලිවෙල A-9 පාර අසල මාතලේ, මහනුවර, කොලඹ සහ යාපනයට වාහන ගෙදර අසලින් ගත හැකි නල ලි වතුර සහ පයිප්ප වතුර පොම්ප කර ඇති පැතලි ඉඩම වගා කිරිමට සුදුසු පොල් ,ගම්මිරිස, අඹ, කොස්...",rent,house,House Rentals,Matale,Matale City,,20000.0,per_month,,20000.0,3,2,27.0,2500.0,,,,,2023-03-10,2023-05-09,LK-22,false,free,,Not mentioned in ad
bolgoda-lake-facing-land-for-sale-piliyandala-for-sale-colombo-17,Bolgoda Lake Facing Land for Sale Piliyandala,Superb valuable nature bolgoda lake facing land for sale piliyandala Lorn can be arange 7 days sampath bank 20 million 20 perch 2 land plots available Free 7 perch...,sale,land,Land For Sale,Colombo,Piliyandala,,1375000.0,per_perch,27500000.0,,,,20.0,,,Residential,,,2022-12-08,2023-01-30,LK-11,true,premium,January 2018,Not mentioned in ad
commercial-property-for-rent-in-colombo-09-cc268-for-rent-colombo,Commercial Property for Rent In Colombo 09 CC268,Commercial Space for Rent in Baseline Road Colombo 9 - CC268 5000 S F commercial space facing baseline road Ideal for Sow room cum stores available for long term rental...,rent,commercial,Commercial Property Rentals,Colombo,Colombo 9,"Baseline Road, Colombo 09",500000.0,per_month,,500000.0,,,,,5000.0,,Building,,2023-03-12,2023-05-11,LK-11,true,premium,October 2019,Not mentioned in ad
house-for-sale-in-mannar-for-sale-mannar,House For Sale in Mannar,Contact : 🔴.Mannar #Panakattukottu East #06parch land with #house in the area For sale... ❌ (#near_main_street.)❌ ❌(Near #Sebasriyaaraalayam.)❌ ❌(Near #Water_...,sale,house,Houses For Sale,Mannar,Mannar City,,5000000.0,total,5000000.0,,3,1,5.0,500.0,,,,,2023-02-03,2023-04-04,LK-43,false,free,,Not mentioned in ad
horana-warakagoda-land-for-sale-for-sale-kalutara-1,Horana Warakagoda Land for Sale,හොරන මතුගම බස් පාරට ඇවිදන් යන දුරින් තෙකලා විදුලිය සමග සියලුම සංවර්ධිත පහසුකමි රැසක් සමගින් බිමි කොටස් විකිණිමට . වාරිග ලෙස ගෙවිමේ පහසුකමි සහිතයි,sale,land,Land For Sale,Kalutara,Horana,warakagoda,140000.0,per_perch,1680000.0,,,,12.0,,,Residential,,,2023-02-27,2023-04-28,LK,true,premium,April 2019,Not mentioned in ad
pannipitiya-luxury-house-for-sale-with-great-neighborhood-community-for-sale-colombo-2,Pannipitiya Luxury House for sale with great neighborhood community,New Super Luxury House for sale in pannipitiya Nagaha Mawatha Live the Modern Life in Pannipitiya - Beautiful Home for Sale! Take advantage of this exclusive opportunit...,sale,house,Houses For Sale,Colombo,Nugegoda,Pelenwatta- Pannipitiya,36500000.0,total,36500000.0,,3,2,6.0,2005.0,,,,,2023-01-29,2023-03-30,LK-11,true,premium,August 2022,Not mentioned in ad
holiday-stay-for-rent-batticaloa,Holiday Stay in Batticaloa,▪️Located in Batticaloa town . -Fully furnished A/C & non A/C rooms . -4 bedrooms with attached bathrooms . -Big living area with TV . -Dinning area . -24 hours parkin...,rent,holiday_rental,Holiday & Short-Term Rental,Batticaloa,Batticaloa City,"513/34,5th cross, Trinco road Batticaloa",2500.0,per_night,,,4,4,,,,,Holiday bungalow,,2022-11-25,2023-01-24,LK-51,false,free,,Not mentioned in ad
brand-new-2-houses-from-wijerama-nugegoda-rs325-and-rs-335-for-sale-colombo,Brand-New 2 Houses From WIJERAMA NUGEGODA - Rs.325 & Rs 335,"Brand-New House Wijerama Nugegoda For Sale * Land Extent 6.6 p * Bedrooms 3 ( With Provision For AC ) * Bathrooms 2 ( Provision For Hot Water ) * SQFT 2000 * Solid 9 ""Br...",sale,house,Houses For Sale,Colombo,Nugegoda,Wijerama Mada Mw - Rubber Watta Rd,32500000.0,total,32500000.0,,3,3,6.6,2000.0,,,,,2023-02-11,2023-01-25,LK-11,false,premium,May 2019,Not mentioned in ad
mhrgm-kottttaav-asl-iddmk-vikinniimtt-aet-for-sale-colombo,මහරගම කොට්ටාව අසල ඉඩමක් විකිණීමට ඇත,"ඉඩම් වෙන් කරවා ගන්න මහරගම කොට්ටාවට ආසන්නව 100,000/= බිම් කොටස් වෙන් කරවා ගන්න නේවාසික බිම් කොටස් රැසක් ලබා ගන්න අදම බිම් කොටස් වෙන් කරවා ගන්න අමතන්න තිලක්ශි",sale,land,Land,Colombo,Maharagama,maharagama,1275000.0,per_perch,7650000.0,,,,6.0,,,Residential,,,2022-11-17,2023-01-16,LK-11,false,premium,February 2019,Not mentioned in ad
kumbuka-iddmk-for-sale-kalutara,Kumbuka ඉඩමක්,ගැලණිගම කහතුඩුව අධිවේගී පිවිසුම් දෙකකට මැදිව කුඹුක රෙරුකාන හංදියෙන් අගනා නේවාසික බිම් කොටස් කිහිපයක් මුලින් 25% ක් ගෙවා ඉතිරිය පොලී නැතුව ගෙවන්න ගන්න,sale,land,Land,Kalutara,Horana,kumbuka junction,435000.0,per_perch,4350000.0,,,,10.0,,,Residential,,,2022-11-04,2023-01-03,LK,true,premium,February 2017,Not mentioned in ad
kuliytt-diimtt-for-rent-hambantota-1,House for Rent Thangalla,Ground floor 4 Bed rooms with two attached bathroom One bedroom with A/C 4 Barth rooms with Hot water Big living room Big Dining room Car park CC TV Large garden 200m to...,rent,house,House Rentals,Hambantota,Tangalla,ඉදිපොකුණගොඩ තංගල්ල,65000.0,per_month,,65000.0,4,4,28.0,2500.0,,,,,2022-11-18,2023-01-14,LK-33,false,free,,Not mentioned in ad
commercial-building-for-sale-or-lease-in-anuradhapura-for-rent-anuradhapura,Commercial Building for Rent in Anuradhapura,"අනුරාධපුර මාතලේ හන්දියේ කොළඹ - නුවර ප්‍රධාන පාරට මුහුණලා දෙමහල් ගොඩනැගිල්ල බදු දීමට හෝ විකිණීමට තිබේ. උපකාරක පන්ති පැවැත්වීම සදහා, වෛද්‍ය මධ්‍යස්ථානයකට හෝ ගබඩාවකට සුදුසු...",rent,commercial,Commercial Property Rentals,Anuradhapura,Anuradhapura City,"මාතලේ හන්දිය, කුරුන්දන්කුලම, මහනුවර පාර, අනුරාධපුර.",40000.0,per_month,,40000.0,,,,,2900.0,,Building,,2023-02-23,2023-04-24,LK-71,false,free,,Not mentioned in ad
siyllen-spiri-kottttaav-ngryen-supiri-iddmk-for-sale-colombo,සියල්ලෙන් සපිරි කොට්ටාව නගරයෙන් සුපිරි ඉඩමක්,"කොට්ටාව,පිළියන්දල පාර, 🎈පිරිසිදු නළ ජලය 🎈තෙකලා විදුලිය 🎈පුළුල් ප්‍රවේශ මාර්ග 🎈කොන්ක්‍රීට් කාණු පද්ධති 🎈නිරවුල් ඔප්පු 🎈ඉඩම වෙන් කිරීම රු.100,000. මූලික ගෙවීම 6...",sale,land,Land For Sale,Colombo,Kottawa,"කොට්ටාව, පිළියන්දල පාර",1500000.0,per_perch,9450000.0,,,,6.3,,,Residential,,,2022-12-23,2023-02-19,LK-11,false,premium,November 2021,Not mentioned in ad
land-for-sale-in-godagama-for-sale-colombo-472,Land For Sale In Godagama,"🤗පොලී රහිත ව මාස 24 න් ගෙවන්න 🤗නල ජලය ,තෙකලා විදුලිය 🤗පිරිසිදු ඔප්පු අමතන්න",sale,land,Land For Sale,Colombo,Godagama,godagama,6600000.0,total,6600000.0,,,,6.0,,,"Commercial, Residential, Other",,,2022-12-12,2023-02-10,LK-11,true,premium,July 2022,Not mentioned in ad
land-for-sale-in-kadawatha-for-sale-gampaha-3947,Land For Sale In Kadawatha,කඩවත නගරයට ඉතාමත් ආසන්නව කඩවත අධිවේගී පිවිසුමට මීටර් 600 දුරින් සියලු පහසුකම් සහිතව හොදම ඉඩමක් විකිණීමට 🟥 නිස්කලංක වටපිටාවක් 🟥 නල ජලය 🟥 විදුලිය 🟥 කාපට් මාර්ග 🟥...,sale,land,Land For Sale,Gampaha,Kadawatha,kadawatha Town,1005000.0,per_perch,6030000.0,,,,6.0,,,Residential,,,2022-12-06,2023-02-04,LK-12,true,premium,August 2022,Not mentioned in ad
building-for-rent-for-rent-ampara,Building For Rent - Neelawanai,3000 square feet including 5 bedrooms and bathroom Front and back parking area 3 face electricity 400m near to HNB bank and BOC bank,rent,commercial,Commercial Property Rentals,Ampara,Kalmunai,Neelawanai (300m Near To STF camp) Batticaloa Kalmunai Main Road,100000.0,per_month,,100000.0,,,,,3000.0,,Building,,2022-12-04,2023-02-02,LK-52,false,free,,Not mentioned in ad
d-e-s-i-g-n-house-for-sale-negambo-for-sale-gampaha-103,D E S I G N House For Sale - Negambo,"Brand New Full Complete House For Sale Daluwakotuwa, Negambo 3 Bed Rooms 2 Bath Rooms Luxury Pantry Kitchen Sitting area Dining area Living area Varanda Garden Car pouc...",sale,house,Houses For Sale,Gampaha,Negombo,"Daluwakotuwa, Negambo",22500000.0,total,22500000.0,,3,2,10.0,1525.0,,,,,2023-02-13,2023-04-14,LK-12,true,premium,July 2016,Not mentioned in ad
5-rooms-with-house-sale-in-negombo-area-for-sale-gampaha,5 Rooms with House Sale in Negombo Area,clear deed pure main water parapet wall 5 bed Rooms 2 luxury bath Rooms with hot water 2 Rooms with AC 2 siting area tv area dining area pantry kitchen Balcony's Roof top...,sale,house,Houses For Sale,Gampaha,Negombo,KURANA NEGOMBO AREA,22500000.0,total,22500000.0,,5,2,7.5,3000.0,,,,,2023-03-13,2023-05-12,LK-12,true,premium,June 2016,Not mentioned in ad
brand-new-modern-super-luxury-2-story-house-for-sale-colombo-88,Brand New Modern super luxury 2 Story House,Brand new super house in piliyandala maharagama road close to the town Conveniently located in peaceful well secured residential area close to bokundara piliyandala town...,sale,house,Houses For Sale,Colombo,Maharagama,MAHARAGAMA piliyandala MAIN ROAD,35000000.0,total,35000000.0,,4,4,8.0,2896.0,,,,,2022-11-17,2023-01-16,LK-11,true,premium,April 2019,Not mentioned in ad
land-for-sale-in-padukka-for-sale-colombo-2327,Land for Sale in Padukka,සියලු නාගරික පහසුකම් සමඟ හරිත වටපිටාවක ඔබේ සිහින නිවහන තනන්න! පාදුක්ක නගරයට යාබදව නේවාසික බිම්කොටස්. 282 පාදුක්ක - හොරණ බස් පාර පෙනෙන දුරින් පාදුක්ක නගරයටම 5KM උඩුමුල්ල...,sale,land,Land,Colombo,Padukka,"Padukka , Horana",7830000.0,total,7830000.0,,,,30.0,,,"Agricultural, Residential, Other",,,2022-11-11,2023-01-10,LK-11,false,premium,October 2022,Not mentioned in ad
hotel-for-sale-wadduwa-property-id-c2229-for-sale-kalutara,Hotel | for Sale Wadduwa - Property ID C2229,For SALE - Hotel for Sale in Wadduwa - Property ID C2229 Small luxury modern boutique hotel Approved by Ceylon Touist Board 8 Rooms 350m to beach Swimming pool powered b...,sale,commercial,Commercial Properties For Sale,Kalutara,Wadduwa,,156000000.0,total,156000000.0,,,,,,7500.0,,Hotel,,2023-03-12,2023-05-11,LK,true,premium,May 2016,Not mentioned in ad
chilaw-city-area-rent-a-two-story-house-for-rent-puttalam-1,Chilaw City Area Rent a Two Story House,#..5 rooms. #..With 3 attage barooms. #..500m from city #..2 cars for parking space with parking area.,rent,land,Land Rentals,Puttalam,Chilaw,Chilaw city area rent a two story house,350000.0,per_year,,29166.67,,,18.0,,,"Residential, Other",,,2022-12-25,2023-02-23,LK-62,true,plus,July 2020,Not mentioned in ad
arunas-supermarket-for-rent-kilinochchi,Shop - KIlinochchi,"We are expecting to sell the business. We can arrange to transfer the lease agreement. It’s a supermarket including all grocery items, situated near Kilinochchi railway...",rent,commercial,Commercial Property Rentals,Kilinochchi,Kilinochchi City,"Arunas super market, Piradesha Saba Rd, Kilinochchi",90000.0,per_month,,90000.0,,,,,2400.0,,Shop,,2023-02-04,2023-04-05,LK-42,false,free,,Not mentioned in ad
