listing_id,title,description,listing_type,property_type,category_original,district,location,address,price_lkr,price_basis,sale_total_price_lkr,rent_monthly_lkr,bedrooms,bathrooms,land_size_perches,house_size_sqft,property_size_sqft,land_type,property_subtype,features,posted_date,deactivation_date,geo_region,is_verified,membership_level,member_since,contact_number
altezza-2-br-apartment-for-rent-in-wattala-ela2-for-rent-gampaha,Altezza 2 BR Apartment For Rent in Wattala - ELA2,"Brand New 2 BR Apartment For Rent in Wattala - ELA2 Close to Lyceum Wattala Wattala Junk Rd, Altezza Apartment 2 Bedrooms (A/C) 2 Bathrooms 845 Sqft Living Dining Kitch...",rent,apartment,Apartment Rentals,Gampaha,Wattala,,100000.0,per_month,,100000.0,2,2,,,845.0,,,,2023-01-03,2023-03-04,LK-12,true,premium,February 2019,Not mentioned in ad
bolgodd-gg-maayimen-bim-kottsk-for-sale-colombo,බොල්ගොඩ ගග මායිමෙන් බිම් කොටසක්,බොල්ගොඩ ගගට මායිමව කැස්බෑව බණ්ඩාරගම පාරෙන්...... එදිනෙදා ජීවීතයේ වෙහෙසකාරී බවින් මිදී සැනසිලිදායී පරිසරයක ජීවන ගමන අරඹන්න නියම තැනක් බොල්ගොඩ ගගට මුහුණලා ඉතා සෞන්දර්යාත...,sale,land,Land For Sale,Colombo,Kesbewa,,12750000.0,per_perch,255000000.0,,,,20.0,,,"Commercial, Residential",,,2023-01-15,2023-03-16,LK-11,false,premium,November 2022,Not mentioned in ad
padukka-best-residential-lands-for-sale-for-sale-colombo-3,Padukka Best Residential Lands for Sale,👉317 පාදුක්ක හදපාන්ගොඩ බස් පාරට 50m 👉පාදුක්ක නගරයට 3km 👉සියලු පහසු කම් සහිතයි 👉නළ ජල පහසුකම්. 👉තෙකලා විදුලිය. 👉අඩි 20-30 පුළුල් මාර්ග. 👉ආයතනික ණය පහසුකම්. �...,sale,land,Land For Sale,Colombo,Padukka,"Padukka, Weragala",355000.0,per_perch,3905000.0,,,,11.0,,,"Residential, Other",,,2023-02-26,2023-04-27,LK-11,true,premium,July 2022,Not mentioned in ad
10-perch-brand-new-house-at-piliyandala-for-sale-colombo,10 perch brand new house at piliyandala,Well experience architect designed Modern super qoality single House For Sale at very close to piliyandala Town..... පිලියන්දල ටවුමට විනාඩි 5 ක දුරින් බොරලැස්ගමුව නගරයට...,sale,house,Houses For Sale,Colombo,Piliyandala,piliyandala...,19800000.0,total,19800000.0,,3,3,10.0,1742.0,,,,,2023-03-17,2023-05-16,LK-11,true,premium,April 2019,Not mentioned in ad
vikinniimtt-aeti-nivaas-for-sale-colombo-17,House for Sale Piliyandala,💥ලක්ෂ 87 💥පරචස් 8 💥කාමර 3 💥නාන කාමර 1 💥සාලය 💥කුස්සිය 💥සිවිලිම ගසා ඇත 💥ටයිල් කර ඇත 🔴දුර කතන අංකය,sale,house,Houses For Sale,Colombo,Piliyandala,,8700000.0,total,8700000.0,,3,1,8.0,1300.0,,,,,2022-12-28,2023-02-26,LK-11,false,free,,Not mentioned in ad
apartment-for-rent-in-matale-for-rent-matale,Apartment for Rent in Matale,Car park with separate entrance,rent,apartment,Apartment Rentals,Matale,Matale City,"39, maladumpatha road ,Matale",30000.0,per_month,,30000.0,3,1,,,1250.0,,,,2022-11-14,2023-01-12,LK-22,false,free,,Not mentioned in ad
two-storied-house-for-rent-kegalle,House For Rent - Kegalle,"05 bed rooms, living, open veranda,dining, kitchen",rent,house,House Rentals,Kegalle,Kegalle City,"Molagoda,Kegalle",35000.0,per_month,,35000.0,5,2,9.0,2550.0,,,,,2022-11-13,2023-01-12,LK-92,false,free,,Not mentioned in ad
borlaesgmuven-agnaa-iddmk-for-sale-colombo-2,බොරලැස්ගමුවෙන් අගනා ඉඩමක්,🎈 බොරලැස්ගමුව බෝකුන්දර පාසැල් මාවතෙන් අගනා නේවාසික බිම් කොටස් විකිණීමට ඇත 🎈 හොරණ කොළඹ 120 බස් පාරට 300m යි. 🎈 නල ජලය සහ විදුලිය සමග පිරිසුදු ඔප්පු 🎈 මුලික ගෙවිම 25%...,sale,land,Land,Colombo,Boralesgamuwa,Boralesgamuwa,2600000.0,per_perch,18200000.0,,,,7.0,,,Residential,,,2022-11-13,2023-01-12,LK-11,true,premium,November 2021,Not mentioned in ad
kollomb-paartt-vinaaddi-5n-for-sale-colombo,කොළොඹ පාරට විනාඩි 5න්,*** කොළඹට නගරයට පහසුවෙන්ම ළඟාවෙන්න ** එන්න කහතුඩුව අධිවෙගී පිවිසුම පෙනෙන මානයට මූලික ගෙවීම ලක්ෂ 5 යි ඉතිරිය පොළී නැතුව මාස 24 න් නළ ජලය විදුලිය තාර යෙදූ පුළුල් මාර්...,sale,land,Land For Sale,Colombo,Kesbewa,කහතුඩුව,435000.0,per_perch,3045000.0,,,,7.0,,,Residential,,,2023-01-05,2023-02-18,LK-11,true,plus,March 2021,Not mentioned in ad
bnnddaargm-ryigm-aslin-oknduv-for-sale-kalutara-18,බණ්ඩාරගම රයිගම අසලින් ඔකන්දුව,"""බණ්ඩාරගම නගරයේ නිස්කලංක හරිත පරිසරයකින් පදිංචියටත් අයොජනයටත් සුපිරි බිම්කොටස්."" # ගැලනිගම අදිවෙගි පිවිසුමට මිනිත්තු 5යි. # බාණ්ඩාරගම නගරයට මිනිත්තු 5යි. #හොරණ, කළුතර,...",sale,land,Land,Kalutara,Bandaragama,"හොරණ,බණ්ඩාරගම බස් පාරට විනාඩි 3 ක්",300000.0,per_perch,3000000.0,,,,10.0,,,Residential,,,2022-11-18,2023-01-13,LK,false,premium,May 2021,Not mentioned in ad
naavl-kosvttee-n-pdinciytt-sudusu-bim-kottsk-vikinniimtt-for-sale-colombo,නාවල කොස්වත්තේ න් පදිංචියට සුදුසු බිම් කොටසක් විකිණීමට,"නාවල කොස්වත්ත ඩී මැල්වත්ත පාරේ , prime land ඉඩම් ව්‍යාපෘතියක තවත් එක් බිම් කොටසක් විකිණීමට ඇත. සියළු නාගරික පහසුකම් සහිත ඉඩම් ව්‍යාපෘතියකි . තැනිතලා බිම් කොටසකි . පිරිස...",sale,land,Land For Sale,Colombo,Nawala,"ඩි මැල්වත්ත පාර , කොස්වත්ත හන්දිය , නාවල .",4325000.0,per_perch,49088750.0,,,,11.35,,,Residential,,,2023-01-21,2023-03-22,LK-11,true,premium,August 2022,Not mentioned in ad
kalutara-residential-land-for-sale-for-sale-kalutara-9,Kalutara - Residential Land for Sale,පර්චස් 10ක නිරවුල් ඔප්පු සහිත ඉඩමක් ඔබේ අනාගත ආයෝජනයට ගැලපෙනම ඉඩමක් පොලි රහිත ගෙවිමේ ක්‍රමයට වැඩි විස්තර සදහා අමතන්න,sale,land,Land For Sale,Kalutara,Kalutara City,,158000.0,per_perch,1580000.0,,,,10.0,,,"Agricultural, Residential, Other",,,2022-12-31,2023-02-26,LK,true,premium,June 2021,Not mentioned in ad
hosing-sale-for-sale-colombo,House For Sale in Colombo 8,good. condition Colombo 8,sale,house,Houses For Sale,Colombo,Colombo 8,Colombo 8,7000000.0,total,7000000.0,,2,1,2.0,1000.0,,,,,2023-03-17,2023-05-16,LK-11,false,free,,Not mentioned in ad
dompe-land-for-sale-for-sale-gampaha-93,Dompe Land for Sale,"දොම්පේ දෙල්ගොඩ පූගොඩ පාරේ සියලු පහසුකම් සහිත නේවාසික🏠️ බිම් කොටස්, ✔️ දොම්පේ හංදියටම 700m. ✔️ රන්වල දේවාලයට 500m. ✔️ දෙල්ගොඩ පූගොඩ පාරට 500m. ✔️ දොම්පේ පොලිස් ස්ථානයට...",sale,land,Land For Sale,Gampaha,Delgoda,"Dompe,Malinda",280000.0,per_perch,2870000.0,,,,10.25,,,"Residential, Other",,,2023-01-24,2023-03-25,LK-12,true,premium,July 2022,Not mentioned in ad
diygm-mhind-raajpkss-paasltt-aasnnv-iddmk-for-sale-colombo,දියගම මහින්ද රාජපක්ෂ පාසලට ආසන්නව ඉඩමක්,👆ආයෝජනයට හා පදිංචියට සුපිරි නේවාසික බිම් කොටස් 👆නල ජලය 👆තෙකලා විදුලිය 👆පුළුල් මාර්ග 👆නිරවුල් ඔප්පු 40% ගෙවා ඉතිරිය පෝලී නැතුව මාස 24 න් ගෙවන්න අනගි අවස්ථාවක් (6...,sale,land,Land For Sale,Colombo,Homagama,diyagama kiriwathuduwa,600000.0,per_perch,4200000.0,,,,7.0,,,"Commercial, Residential, Other",,,2022-12-04,2023-02-02,LK-11,true,premium,November 2019,Not mentioned in ad
factory-building-for-sale-for-sale-kandy,Factory Building for Sale Kegalle,"Factory building for sale in the Galigamuwa Industrial Estate, Galigamuwa,Kegalle Â· Double height structure Â· Zinc Aluminum sheet roof on steel frame suppo...",sale,commercial,Commercial Properties For Sale,Kegalle,Galigamuwa,"Industrial Estate, Galigamuwa,Kegalle",55000000.0,total,55000000.0,,,,,,20000.0,,Factory / Workshop,,2023-03-16,2023-05-12,LK-92,false,free,,Not mentioned in ad
vttinaa-bim-kotts-vikinniimtt-piliyndl-for-sale-colombo,වටිනා බිම් කොටස විකිණීමට පිලියන්දල,👉 නල ජලය 👉 විදුලිය 👉 පුලුල් මාර්ග 👉 කොන්ක්‍රීට් කාණු පද්ධතිය 👉 එකවර ගෙවීමේදී සුවිශේෂී වට්ටම් 👉 පොලී රහිත ගෙවීමේ හැකියාව ( මාස 24 න් ) 👉 බස් මාර්ගයට විනාඩියේ දු...,sale,land,Land For Sale,Colombo,Piliyandala,පිලියන්දල කොට්ටවා,1250000.0,per_perch,7500000.0,,,,6.0,,,Residential,,,2023-01-09,2023-03-10,LK-11,false,premium,February 2019,Not mentioned in ad
bear-land-for-sale-katunayake-for-sale-gampaha-6,Bear Land for Sale Katunayake,රට ඉන්න ඔබ වෙනුවෙන්ම හොදම දේ අරගෙන දාන්න ඉදිරි ආර්ථික යුද්ධයට හොදම ඉඩමක් අරගෙන දාන්න කටුනායක ඇවරිවත්ත නගරයට 3km කටුනායක මිනුවන්ගොඩ බස් පාරට මීටර් 50 අදම අමතන්න හොදම බිම...,sale,land,Land For Sale,Gampaha,Katunayake,Katunayaka minuwangoda road,340000.0,per_perch,3400000.0,,,,10.0,,,Residential,,,2022-12-07,2023-02-03,LK-12,true,premium,April 2019,Not mentioned in ad
apartment-for-rent-in-colombo-06-for-rent-colombo-763,Apartment For Rent In Colombo 06,New Apartment For Rent In Wellawatta - Alexandra road 1360 Square feet 3 Bedroom 2 Bathroom Sea view Swimmng pool Gym Parking slot 24/7 Security service Close to Galle...,rent,apartment,Apartment Rentals,Colombo,Colombo 6,Colombo 06 - Alexandra road,115000.0,per_month,,115000.0,3,2,,,1360.0,,,,2023-02-12,2023-04-13,LK-11,false,premium,December 2022,Not mentioned in ad
pharmacy-for-sale-for-sale-kegalle,Pharmacy for Rent in Ruwanwella,කෑගල්ල අවිස්සාවේල්ල ප්‍රධාන මාර්ගයේ මූලීක රෝහලක් ඉදිරිපස පවත්වාගෙන යන අංගසම්පූර්න හා ප්‍රසිද්ධ ෆාමසියක් මාසික කුලිය පදනම්ව ලබා දීමට ▶️ප්‍රධාන පාරට මුහුනලා ▶️මූලික රෝහල...,rent,commercial,Commercial Property Rentals,Kegalle,Ruwanwella,Ruwanwella,35000.0,per_month,,35000.0,,,,,250.0,,Building,,2022-12-02,2023-01-26,LK-92,false,free,,Not mentioned in ad
5-bedrooms-with-brand-new-upstairs-house-for-sale-in-malabe-for-sale-colombo,5 Bedrooms with Brand New Upstairs House for Sale in Malabe,"About 2.5km to Pittugala Junction and SLIIT Campus, and about 3km to Malabe Town. Close location to Cinec, Horizon Campuses, and Dr. Nevil Fernando Hospital. All your nee...",sale,house,Houses For Sale,Colombo,Malabe,Malabe,46000000.0,total,46000000.0,,5,3,10.0,3000.0,,,,,2023-02-24,2023-04-25,LK-11,true,premium,July 2018,Not mentioned in ad
alutm-vttinaa-nivs-athurugiriya-for-sale-colombo,අලුත්ම වටිනා නිවස - Athurugiriya,Brand New Single Storied House Sale In Athurugiriya 6.1 Perches & 1200 Sq Ft 20 Ft Road 1.8 Km to Athurugiriya 3 Bedrooms 2 Bathrooms Pantry Living / Dining Area Pipe...,sale,house,Houses For Sale,Colombo,Athurugiriya,"s: Galwarusawa Rd, Athurugiriya18,500,000",18500000.0,total,18500000.0,,3,3,6.1,1200.0,,,,,2023-02-27,2023-02-22,LK-11,true,premium,December 2015,Not mentioned in ad
holiday-bungalow-in-beruwala-for-rent-kalutara-10,Holiday Bungalow for Short Term Rent in Beruwala,"""Rovenrich villa"" is a holiday Bungalow in Beruwala area, consisting of 5 A/C bedrooms with attached bathrooms.Villa has, ✓ swimming pool ✓ restaurant ✓ kitchen ✓ small g...",rent,holiday_rental,Holiday & Short-Term Rental,Kalutara,Kalutara City,"No:611,Galle Road, maggona",35000.0,per_night,,,5,5,,,,,Holiday bungalow,,2023-01-05,2023-01-20,LK,false,free,,Not mentioned in ad
nilaveli-guest-house-for-rent-trincomalee,House for Rent - Trincomalee,𝑁𝑒𝑤𝑙𝑦 𝐼𝑛𝑡𝑟𝑜𝑑𝑢𝑐𝑒𝑑 𝐺𝑢𝑒𝑠𝑡 𝐻𝑜𝑢𝑠𝑒 (𝑁𝑖𝑙𝑎𝑣𝑒𝑙𝑖 𝐺𝑢𝑒𝑠𝑡 𝐻𝑜𝑢𝑠𝑒 ) 𝑊𝑖𝑡ℎ 𝑎𝑙𝑙 𝑘𝑖𝑛𝑑𝑠 𝑜𝑓 𝑎𝑚𝑒𝑛𝑖𝑡𝑖𝑒𝑠 𝑛𝑒𝑎𝑟 𝑡ℎ𝑒 𝑁𝑖𝑙𝑎...,rent,house,House Rentals,Trincomalee,Trincomalee City,trincomalee_gopalapuram_nilaveli,18000.0,per_month,,18000.0,4,5,11.0,4000.0,,,,,2023-01-23,2023-03-24,LK-53,false,free,,Not mentioned in ad
luxury-apartment-rent-matara-town-for-rent-matara,Luxury Apartment Rent - Matara Town,මාතර නමගර මධ්‍යෙය් ගාලු පාරට මුහුණලා නවීන පහසුකම් වලින් සමන්විත මහල් නිවස බදු දීමට. *කාමර 2 * සාලය *පැන්ට්‍රිය * නාන කාමරස * බැල්...,rent,apartment,Apartment Rentals,Matara,Matara City,"Matara,",35000.0,per_month,,35000.0,2,1,,,800.0,,,,2022-12-17,2023-02-15,LK,false,free,September 2021,Not mentioned in ad
residential-land-for-sale-in-mirihana-kotte-c7-2453-for-sale-colombo-2,Residential Land for Sale in Mirihana - Kotte (C7-2453),Residential Land for Sale in Mirihana - Kotte (C7-2453) Valuable land with old house for sale in Kotte. 22.5 perches land Value only for the land 30 years old house 20...,sale,land,Land,Colombo,Kotte,,3200000.0,per_perch,72000000.0,,,,22.5,,,Residential,,,2022-11-03,2023-01-02,LK-11,true,premium,July 2017,Not mentioned in ad
kaanni-mrrrrum-viittu-virrpnnnaikku-unnttu-for-sale-batticaloa-1,House with Land for Sale in Batticaloa,மட்டக்களப்பு சந்திவெளி பகுதியில் அமைந்துள்ள காணி மற்றும் வீடு விற்பனைக்கு உள்ளது காணியின் அளவு 10 பேர்ச் 2 படுக்கை அறை 1 மண்டபம் 1 சமையலறை 1 குளியலறை இதுபோன்ற ஏனைய வி...,sale,house,Houses For Sale,Batticaloa,Batticaloa City,"மட்டக்களப்பு, சந்திவெளி",3000000.0,total,3000000.0,,2,1,20.0,500.0,,,,,2023-02-23,2023-04-23,LK-51,false,free,,Not mentioned in ad
land-for-sale-in-near-to-homagama-for-sale-colombo-1,Land for Sale in Near to Homagama,හෝමගම හල්බරාවෙන් ඉඩමක් පොල් සහිත සියලුම පහසුකම් සමගින් සුන්දර පරිසරයකින් වටිනා ඉඩමක් මිල ගනන් සාකච්ඡා කරවා ගන්න අමතන්න අඩි 20ක පුලුල් මාර්ග පහසුකම් පොලී රහිත ගෙවීම්...,sale,land,Land,Colombo,Meegoda,Homagama,500000.0,per_perch,5000000.0,,,,10.0,,,Residential,,,2022-11-05,2023-01-04,LK-11,true,premium,July 2021,Not mentioned in ad
ikmnin-vikinniimtt-for-sale-anuradhapura-158,Apartment for Sale in තඹුත්තේගම,මිල ගණන් කතා කළ හැක. විස්තර දැන ගැනීම සදහා අමතන්න.,sale,apartment,Apartments For Sale,Anuradhapura,Tambuttegama,තඹුත්තේගම,4000000.0,total,4000000.0,,5,2,,,3200.0,,,,2023-02-05,2023-04-02,LK-71,false,free,,Not mentioned in ad
newly-built-upstairs-house-for-rent-gampaha-1,Newly Built Upstairs House for Rent - Kadawatha,1.5 kms from Mahara junction and 1.5 kms from kadawatha. 1.5 kms to highway entrance. Ideal for a small family. Peaceful environment,rent,house,House Rentals,Gampaha,Kadawatha,,35000.0,per_month,,35000.0,2,1,20.0,1500.0,,,,,2022-12-10,2023-01-27,LK-12,false,free,,Not mentioned in ad
brand-new-apartment-for-sale-in-nilaveli-for-sale-trincomalee,Brand New Apartment for sale in Nilaveli,"Brand New Apartment for Sale in Nilaveli Trincomalee @ ""Oceanfront Condominiums Apartment"" View of the Sea view & Pool view ✔ Apartment Features: ▪ 03 Bedrooms with 0...",sale,apartment,Apartments For Sale,Trincomalee,Trincomalee City,Oceanfront Condominiums Apartment,40000000.0,total,40000000.0,,3,3,,,1394.0,,,,2023-01-30,2023-03-28,LK-53,true,premium,August 2016,Not mentioned in ad
diygm-bimkotts-vikinniimtt-for-sale-colombo-2,දියගම බිම්කොටස් විකිණීමට,🔰බැන්කුවල පොලි ගෙව ගෙව ඉන් නැතුව පොලි නැතුව ඉඩමක් ගෙවන්න අරන් දාන්න chance එකක් 💥🥳🥳 🔰ඉඩමේ වටිනාකමින් 40% ගෙවා ඉතිරිය පෝලී නැතුව මාස 24 ගෙවන්න දෙන ලන්කාවෙ 🥇එකම ආයත...,sale,land,Land For Sale,Colombo,Kottawa,"කිරිවත්තුඩුව,දියගම",3600000.0,total,3600000.0,,,,6.1,,,"Commercial, Residential",,,2023-02-24,2023-04-23,LK-11,true,premium,July 2021,Not mentioned in ad
annex-for-rent-near-karapitiya-for-rent-galle,Annex for rent near Karapitiya,* 2 beds (master room and study room) and 1 bath with a large living area and a kitchen *Separate entrance with a gate *Parking available *Highly residential area with ve...,rent,room_annex,Room & Annex Rentals,Galle,Karapitiya,,30000.0,per_month,,30000.0,2,1,,,,,Annex,Private entrance,2023-02-18,2023-04-07,LK-31,false,free,,Not mentioned in ad
holiday-bungalow-in-kilinochchi-city-for-rent-kilinochchi,Holiday Bungalow for Rent in Kilinochchi,"There are 3 bed rooms, Main hall, Out hall, kitchen, Bathroom, separate toilet and Two car parking space. ( Old kachcheri Lane, within 100m from A9 Road in Kilinochchi To...",rent,holiday_rental,Holiday & Short-Term Rental,Kilinochchi,Kilinochchi City,"Old kachcheri Lane, Kilnochchi",1000.0,per_night,,,3,2,,,,,Holiday bungalow,,2022-11-20,2023-01-19,LK-42,false,free,,Not mentioned in ad
